Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,955,Male,1,Healthcare Representative,Married,21770,1,Y,13,8,0,10,5,10,8,7
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,956,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,Male,1,Research Scientist,Married,48340,1,Y,14,8,0,9,1,8,6,7
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,958,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,959,Male,2,Sales Executive,Married,22200,1,Y,11,8,0,10,2,10,8,8
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,960,Male,3,Sales Executive,Married,10520,1,Y,13,8,0,5,3,5,0,4
41,No,Travel_Rarely,Sales,6,4,Marketing,1,961,Male,1,Research Scientist,Single,28210,1,Y,17,8,0,10,3,10,8,7
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,962,Male,2,Research Scientist,Married,192370,9,Y,11,8,1,9,2,5,1,2
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,963,Female,3,Research Scientist,Single,41070,3,Y,11,8,1,17,2,13,6,7
45,No,Non-Travel,Sales,2,3,Life Sciences,1,964,Female,2,Manufacturing Director,Married,83960,3,Y,15,8,2,25,3,23,14,4
24,Yes,Travel_Rarely,Sales,6,2,Medical,1,965,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,966,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10
26,No,Travel_Rarely,Research & Development,9,1,Medical,1,967,Male,1,Sales Executive,Married,106860,1,Y,14,8,1,3,2,3,0,2
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,Male,1,Research Director,Single,29420,1,Y,22,8,1,21,4,21,8,6
32,No,Travel_Frequently,Sales,1,1,Marketing,1,969,Male,2,Laboratory Technician,Married,88580,6,Y,16,8,1,10,2,5,1,3
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,Male,1,Sales Executive,Married,167560,1,Y,11,8,2,6,5,5,0,3
41,No,Non-Travel,Sales,2,2,Medical,1,971,Male,2,Research Scientist,Married,107980,6,Y,14,8,2,10,5,3,1,2
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,Male,1,Healthcare Representative,Married,23230,2,Y,16,8,1,18,2,1,0,0
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,973,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2
46,No,Travel_Rarely,Research & Development,6,3,Medical,1,974,Male,4,Sales Executive,Single,46150,6,Y,12,8,0,19,3,10,0,9
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,975,Male,1,Laboratory Technician,Married,24610,2,Y,20,8,1,17,4,7,0,7
30,No,Travel_Rarely,Sales,9,4,Marketing,1,976,Male,1,Laboratory Technician,Married,87220,1,Y,17,8,1,10,3,10,0,8
47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,977,Female,2,Sales Executive,Married,39550,7,Y,12,8,1,4,5,1,0,0
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,978,Female,3,Sales Executive,Divorced,99570,4,Y,20,8,0,13,1,10,0,3
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,980,Female,2,Research Director,Single,88230,6,Y,13,8,2,10,3,0,0,0
23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,981,Male,3,Manufacturing Director,Single,103220,1,Y,14,8,2,3,2,3,1,2
31,No,Travel_Frequently,Sales,3,3,Marketing,1,982,Male,2,Sales Executive,Single,46210,2,Y,18,8,1,9,3,5,1,4
39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,983,Female,2,Manufacturing Director,Married,109760,1,Y,11,8,0,9,3,9,5,8
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,984,Male,1,Research Scientist,Married,36600,3,Y,11,8,2,10,0,4,0,2
40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,985,Male,3,Manufacturing Director,Single,104820,1,Y,11,8,1,21,6,21,12,8
45,No,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4,Y,15,8,0,9,2,5,0,3
30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,987,Male,1,Research Director,Single,95820,0,Y,12,8,1,10,2,9,0,7
24,No,Travel_Frequently,Sales,3,4,Marketing,1,988,Male,1,Sales Executive,Married,45080,0,Y,11,8,1,3,5,2,2,1
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,989,Female,1,Human Resources,Divorced,22070,6,Y,14,8,0,6,4,4,1,2
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,990,Male,3,Laboratory Technician,Married,77560,1,Y,15,8,2,6,3,5,0,2
27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,991,Male,1,Manager,Single,66940,1,Y,13,8,1,6,2,6,1,4
29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,992,Male,5,Research Scientist,Single,36910,1,Y,13,8,0,2,3,2,2,2
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,993,Female,1,Sales Executive,Single,23770,8,Y,21,8,1,10,2,3,0,2
30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,994,Male,3,Sales Executive,Divorced,23130,2,Y,11,8,0,12,5,7,1,7
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,995,Female,2,Healthcare Representative,Married,176650,0,Y,11,8,0,6,5,5,1,2
33,No,Non-Travel,Research & Development,2,4,Medical,1,996,Male,1,Sales Representative,Single,25960,8,Y,14,8,1,13,4,11,1,7
49,No,Travel_Rarely,Sales,3,4,Marketing,1,997,Male,1,Sales Executive,Single,47280,3,Y,11,8,1,8,4,5,0,4
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,998,Male,1,Sales Executive,Single,43020,2,Y,13,8,0,11,3,0,0,0
38,No,Travel_Frequently,Research & Development,28,3,Medical,1,999,Male,1,Healthcare Representative,Married,29790,4,Y,12,8,1,9,3,6,0,5
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,1000,Male,2,Laboratory Technician,Married,168850,2,Y,14,8,2,10,2,1,0,0
